LineId,Content,EventId,EventTemplate
664,Found block rdd_2_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
665,Found block rdd_2_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
666,"Times: total = 38, boot = -77, init = 115, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
667,"Times: total = 40, boot = -76, init = 115, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
668,"Times: total = 40, boot = -75, init = 115, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
669,"Times: total = 42, boot = -74, init = 115, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
670,Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
671,Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
672,Finished task 3.0 in stage 18.0 (TID 758). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
673,Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
674,"Times: total = 42, boot = -74, init = 115, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
675,Finished task 2.0 in stage 18.0 (TID 750). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
676,Got assigned task 762,16,Got assigned task <:NUM:>
677,Running task 0.0 in stage 19.0 (TID 762),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
678,Got assigned task 776,16,Got assigned task <:NUM:>
679,Running task 1.0 in stage 19.0 (TID 776),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
680,Got assigned task 789,16,Got assigned task <:NUM:>
681,Running task 2.0 in stage 19.0 (TID 789),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
682,Got assigned task 798,16,Got assigned task <:NUM:>
683,Running task 3.0 in stage 19.0 (TID 798),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
684,Started reading broadcast variable 28,18,Started reading broadcast variable <:NUM:>
685,Got assigned task 799,16,Got assigned task <:NUM:>
686,Running task 4.0 in stage 19.0 (TID 799),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
687,"Block broadcast_28_piece0 stored as bytes in memory (estimated size 5.6 KB, free 409.8 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
688,Reading broadcast variable 28 took 9 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
689,"Block broadcast_28 stored as values in memory (estimated size 9.8 KB, free 419.6 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
690,"Partition rdd_26_0 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
691,"Partition rdd_26_4 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
692,"Partition rdd_26_3 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
693,"Partition rdd_26_2 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
694,"Partition rdd_26_1 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
695,Found block rdd_2_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
696,Found block rdd_2_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
697,Found block rdd_2_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
698,Found block rdd_2_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
699,Found block rdd_2_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
700,"Times: total = 40, boot = -79, init = 119, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
701,"Times: total = 41, boot = -82, init = 123, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
702,"Times: total = 41, boot = -82, init = 123, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
703,"Block rdd_26_0 stored as bytes in memory (estimated size 16.0 B, free 419.6 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
704,"Block rdd_26_3 stored as bytes in memory (estimated size 16.0 B, free 419.6 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
705,"Block rdd_26_4 stored as bytes in memory (estimated size 16.0 B, free 419.6 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
706,"Times: total = 41, boot = -67, init = 107, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
707,"Times: total = 42, boot = -66, init = 107, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
708,"Block rdd_26_2 stored as bytes in memory (estimated size 16.0 B, free 419.7 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
709,"Block rdd_26_1 stored as bytes in memory (estimated size 16.0 B, free 419.7 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
710,"Times: total = 38, boot = 23, init = 15, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
711,Finished task 0.0 in stage 19.0 (TID 762). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
712,"Times: total = 40, boot = 20, init = 20, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
713,"Times: total = 41, boot = 23, init = 18, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
714,Finished task 3.0 in stage 19.0 (TID 798). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
715,Finished task 4.0 in stage 19.0 (TID 799). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
716,"Times: total = 39, boot = 18, init = 21, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
717,"Times: total = 39, boot = 18, init = 21, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
718,Finished task 1.0 in stage 19.0 (TID 776). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
719,Finished task 2.0 in stage 19.0 (TID 789). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
720,Got assigned task 807,16,Got assigned task <:NUM:>
721,Running task 0.0 in stage 20.0 (TID 807),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
722,Got assigned task 821,16,Got assigned task <:NUM:>
723,Running task 1.0 in stage 20.0 (TID 821),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
724,Got assigned task 833,16,Got assigned task <:NUM:>
725,Running task 2.0 in stage 20.0 (TID 833),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
726,Got assigned task 838,16,Got assigned task <:NUM:>
727,Started reading broadcast variable 29,18,Started reading broadcast variable <:NUM:>
728,Running task 3.0 in stage 20.0 (TID 838),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
729,Got assigned task 839,16,Got assigned task <:NUM:>
730,Running task 4.0 in stage 20.0 (TID 839),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
731,"Block broadcast_29_piece0 stored as bytes in memory (estimated size 5.7 KB, free 379.5 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
732,Reading broadcast variable 29 took 11 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
733,"Block broadcast_29 stored as values in memory (estimated size 10.1 KB, free 374.2 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
734,Found block rdd_26_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
735,Found block rdd_26_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
736,Found block rdd_26_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
737,Found block rdd_26_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
738,Found block rdd_26_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
739,"Times: total = 38, boot = -119, init = 157, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
740,"Times: total = 38, boot = -119, init = 157, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
741,"Times: total = 39, boot = -126, init = 165, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
742,"Times: total = 40, boot = -111, init = 151, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
743,"Times: total = 41, boot = -110, init = 151, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
744,Finished task 4.0 in stage 20.0 (TID 839). 2076 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
745,Finished task 3.0 in stage 20.0 (TID 838). 2076 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
746,Finished task 0.0 in stage 20.0 (TID 807). 2076 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
747,Finished task 1.0 in stage 20.0 (TID 821). 2076 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
748,Finished task 2.0 in stage 20.0 (TID 833). 2076 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
749,Got assigned task 853,16,Got assigned task <:NUM:>
750,Running task 0.0 in stage 21.0 (TID 853),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
751,Got assigned task 867,16,Got assigned task <:NUM:>
752,Running task 1.0 in stage 21.0 (TID 867),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
753,Got assigned task 877,16,Got assigned task <:NUM:>
754,Running task 2.0 in stage 21.0 (TID 877),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
755,Got assigned task 878,16,Got assigned task <:NUM:>
756,Running task 3.0 in stage 21.0 (TID 878),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
757,Started reading broadcast variable 30,18,Started reading broadcast variable <:NUM:>
758,Got assigned task 879,16,Got assigned task <:NUM:>
759,Running task 4.0 in stage 21.0 (TID 879),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
760,"Block broadcast_30_piece0 stored as bytes in memory (estimated size 5.8 KB, free 380.0 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
761,Reading broadcast variable 30 took 8 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
762,"Block broadcast_30 stored as values in memory (estimated size 9.7 KB, free 389.7 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
763,Found block rdd_2_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
764,Found block rdd_2_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
765,Found block rdd_2_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
766,Found block rdd_2_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
767,Found block rdd_2_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
768,"Times: total = 38, boot = -59, init = 96, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
769,"Times: total = 39, boot = -59, init = 98, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
770,"Times: total = 41, boot = -59, init = 100, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
771,"Times: total = 41, boot = -59, init = 99, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
772,Finished task 0.0 in stage 21.0 (TID 853). 2348 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
773,"Times: total = 41, boot = -58, init = 98, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
774,Finished task 1.0 in stage 21.0 (TID 867). 2333 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
775,Finished task 3.0 in stage 21.0 (TID 878). 2333 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
776,Finished task 4.0 in stage 21.0 (TID 879). 2333 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
777,Finished task 2.0 in stage 21.0 (TID 877). 2333 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
778,Got assigned task 886,16,Got assigned task <:NUM:>
779,Running task 0.0 in stage 22.0 (TID 886),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
780,Got assigned task 900,16,Got assigned task <:NUM:>
781,Running task 1.0 in stage 22.0 (TID 900),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
782,Got assigned task 912,16,Got assigned task <:NUM:>
783,Running task 2.0 in stage 22.0 (TID 912),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
784,Got assigned task 918,16,Got assigned task <:NUM:>
785,Running task 3.0 in stage 22.0 (TID 918),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
786,Got assigned task 919,16,Got assigned task <:NUM:>
787,Running task 4.0 in stage 22.0 (TID 919),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
788,Started reading broadcast variable 31,18,Started reading broadcast variable <:NUM:>
789,"Block broadcast_31_piece0 stored as bytes in memory (estimated size 5.6 KB, free 395.3 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
790,Reading broadcast variable 31 took 8 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
791,"Block broadcast_31 stored as values in memory (estimated size 9.8 KB, free 405.1 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
792,"Partition rdd_30_0 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
793,"Partition rdd_30_4 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
794,"Partition rdd_30_3 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
795,"Partition rdd_30_2 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
796,"Partition rdd_30_1 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
797,Found block rdd_2_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
798,Found block rdd_2_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
799,Found block rdd_2_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
800,Found block rdd_2_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
801,Found block rdd_2_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
802,"Times: total = 37, boot = -88, init = 125, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
803,"Times: total = 39, boot = -86, init = 125, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
804,"Block rdd_30_0 stored as bytes in memory (estimated size 324.0 B, free 405.4 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
805,"Times: total = 39, boot = -86, init = 125, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
806,"Times: total = 41, boot = -84, init = 125, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
807,"Times: total = 40, boot = -85, init = 125, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
808,"Block rdd_30_1 stored as bytes in memory (estimated size 165.0 B, free 405.6 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
809,"Block rdd_30_2 stored as bytes in memory (estimated size 250.0 B, free 405.8 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
810,"Block rdd_30_4 stored as bytes in memory (estimated size 226.0 B, free 406.0 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
811,"Block rdd_30_3 stored as bytes in memory (estimated size 251.0 B, free 406.3 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
812,"Times: total = 40, boot = 19, init = 21, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
813,"Times: total = 39, boot = 20, init = 19, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
814,"Times: total = 39, boot = 21, init = 18, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
815,Finished task 0.0 in stage 22.0 (TID 886). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
816,"Times: total = 41, boot = 18, init = 23, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
817,"Times: total = 40, boot = 18, init = 22, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
818,Finished task 1.0 in stage 22.0 (TID 900). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
819,Finished task 2.0 in stage 22.0 (TID 912). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
